Date,Open,High,Low,Close,Volume
2013-11-26,1360.2,1369.62,1339.7,1355.81,3403073
2013-11-27,1361.19,1388.76,1361.19,1375.5,5748458
2013-11-28,1378.81,1387.29,1378.81,1385.1,3398017
2013-11-29,1367.32,1406.14,1363.66,1380.94,3948245
2013-12-02,1381.11,1413.85,1379.85,1392.97,4261661
2013-12-03,1401.19,1401.19,1336.22,1345.98,2884744
2013-12-04,1342.89,1372.75,1342.89,1365.14,2113732
2013-12-05,1356.67,1356.67,1326.2,1337.26,3404459
2013-12-06,1345.26,1346.76,1314.4,1333.38,3480068
2013-12-09,1341.23,1341.23,1308.92,1314.73,2332216
2013-12-10,1317.29,1317.29,1290.6,1294.9,6081493
2013-12-11,1287.3,1325.4,1287.3,1313.52,3883282
2013-12-12,1316.32,1316.32,1294.86,1306.74,4264619
2013-12-13,1309.17,1320.61,1306.85,1314.07,2992895
2013-12-16,1308.4,1320.21,1305.84,1312.6,1860638
2013-12-17,1314.33,1326.65,1311.91,1320.71,5304631
2013-12-18,1316.08,1325.28,1316.08,1322.52,2470786
2013-12-19,1327.3,1327.3,1301.97,1302.75,4595361
2013-12-20,1303.47,1332.95,1303.47,1320.22,2958855
2013-12-23,1315.95,1326.07,1297.77,1311.67,3935225
2013-12-24,1310.45,1310.45,1272.04,1287.76,3943170
2013-12-26,1281.54,1293.28,1270.61,1281.72,4320999
2013-12-27,1292.75,1316.35,1290.5,1306.66,2356111
2013-12-30,1313.34,1324.53,1312.57,1319.28,4463748
2013-12-31,1340.43,1340.43,1307.75,1314.35,3631579
2014-01-01,1310.88,1310.88,1275.86,1283.74,5612532
2014-01-02,1280.4,1328.38,1280.4,1322.08,17053464
2014-01-03,1331.61,1383.29,1331.61,1368.35,7108148
2014-01-06,1362.1,1386.17,1362.1,1373.19,4795883
2014-01-07,1373.27,1410.16,1369.05,1393.57,3476268
2014-01-08,1392.25,1399.48,1380.43,1389.68,3149766
2014-01-09,1388.93,1412.97,1388.1,1396.25,3289100
2014-01-10,1408.26,1408.26,1383.93,1393.4,2270235
2014-01-13,1402.65,1404.58,1365.79,1384.32,4602425
2014-01-14,1380.03,1395.29,1373.86,1385.82,5293368
2014-01-15,1383.4,1383.95,1362.65,1376.1,5488792
2014-01-16,1373.89,1389.96,1363.05,1374.88,3135878
2014-01-17,1376.88,1376.88,1351.65,1361.36,5495845
2014-01-20,1361.95,1373.81,1344.11,1357.9,5052205
2014-01-21,1361.43,1380.24,1352.98,1365.34,5274887
2014-01-22,1347.42,1381.44,1346.39,1357.25,4293292
2014-01-23,1372.99,1372.99,1348.79,1358.14,2298848
2014-01-24,1358.31,1380.34,1346.84,1362.32,2256817
2014-01-27,1365.01,1382.4,1359.57,1368.49,3268622
2014-01-28,1356.57,1380.34,1344.18,1367.23,5123473
2014-01-29,1360.99,1397.04,1360.99,1384.32,5799972
2014-01-30,1397.79,1397.79,1345.44,1353.09,4472401
2014-01-31,1361.32,1401.4,1361.32,1398.91,2794594
2014-02-03,1396.65,1396.65,1379.47,1384.87,4405648
2014-02-04,1382.87,1404.3,1380.59,1391.78,3070522
2014-02-05,1398.29,1398.29,1367.66,1378.18,4381628
2014-02-06,1389.04,1405.62,1370.81,1388.7,2828700
2014-02-07,1391.92,1400.87,1383.74,1395.08,5117246
2014-02-10,1417.1,1417.1,1377.41,1384.47,3001903
2014-02-11,1379.29,1414.77,1379.29,1401.57,5397602
2014-02-12,1392.63,1414.57,1382.94,1399.82,4648071
2014-02-13,1413.94,1417.14,1402.66,1409.01,3111559
2014-02-14,1407.04,1412.59,1381.06,1396.98,5584122
2014-02-17,1402.65,1405.54,1377.76,1395.88,2624852
2014-02-18,1394.9,1432.72,1394.9,1427.41,5306353
2014-02-19,1430.99,1462.72,1419.21,1443.31,3942607
2014-02-20,1442.51,1449.15,1442.51,1448.99,4029383
2014-02-21,1455.33,1456.15,1436.23,1444.08,2778889
2014-02-24,1451.64,1457.43,1430.88,1444.5,4464985
2014-02-25,1452.85,1459.67,1436.09,1448.44,5098473
2014-02-26,1459.84,1476.05,1437.82,1456.39,4233072
2014-02-27,1454.85,1465.67,1420.48,1439.94,5716185
2014-02-28,1452.4,1473.48,1438.74,1452.76,2500875
2014-03-03,1461.81,1463.76,1412.02,1434.7,4760297
2014-03-04,1438.09,1473.76,1438.09,1461.23,3214947
2014-03-05,1467.16,1467.16,1432.3,1449.63,3488945
2014-03-06,1425.66,1473.84,1425.66,1455.15,3985668
2014-03-07,1470.51,1477.2,1468.34,1473.5,5265008
2014-03-11,1477.15,1482.27,1460.69,1470.22,4693343
2014-03-12,1473.5,1488.79,1463.08,1476.54,3260466
2014-03-13,1465.55,1518.61,1465.55,1500.66,2792806
2014-03-14,1512.13,1513.4,1511.02,1512.3,5773193
2014-03-17,1522.54,1531.74,1499.78,1517.53,2193697
2014-03-18,1517.79,1517.79,1467.85,1490.25,4286828
2014-03-19,1489.65,1489.65,1467.7,1475.76,2154898
2014-03-20,1463.34,1507.74,1463.34,1493.57,2546998
2014-03-21,1485.47,1516.22,1485.47,1505.24,4339663
2014-03-24,1507.93,1519.99,1507.93,1516.51,3677535
2014-03-25,1514.76,1548.79,1502.25,1527.95,3153337
2014-03-26,1535.15,1550.8,1535.15,1550.46,5231840
2014-03-27,1553.55,1556.17,1534.19,1546.86,3802811
2014-03-28,1537.38,1560.81,1537.38,1551.31,1964336
2014-03-31,1568.02,1568.02,1515.46,1533.05,3779338
2014-04-01,1547.78,1560.15,1532.43,1543.01,4966159
2014-04-02,1534.21,1551.63,1534.21,1546.82,12461790
2014-04-03,1559.35,1559.35,1551.31,1552.18,9900819
2014-04-04,1556.52,1556.52,1513.9,1518.36,16287765
2014-04-07,1526.07,1541.2,1497.31,1520.51,1899313
2014-04-08,1530.26,1530.26,1501.68,1509.64,5224014
2014-04-09,1500.66,1534.7,1500.66,1528.57,5396506
2014-04-10,1534.87,1556.21,1534.87,1555.2,4954787
2014-04-11,1561.39,1561.39,1513.85,1519.13,3676909
2014-04-14,1520.0,1524.2,1496.63,1507.04,2277483
2014-04-15,1509.85,1513.22,1504.84,1508.85,5247699
2014-04-16,1510.71,1544.03,1510.71,1528.37,2158041
2014-04-17,1533.39,1537.8,1503.23,1521.57,4404195
2014-04-18,1511.87,1553.97,1509.71,1523.6,4158942
2014-04-21,1529.84,1529.84,1490.43,1503.52,2559578
2014-04-22,1503.75,1503.75,1472.96,1479.0,6034324
2014-04-23,1493.08,1503.59,1493.08,1503.33,5875972
2014-04-24,1495.71,1495.75,1454.14,1473.99,5207731
2014-04-25,1471.05,1526.13,1471.05,1514.03,4267673
2014-04-28,1509.01,1544.99,1509.01,1525.43,3489451
2014-04-29,1512.28,1552.76,1512.28,1537.68,4677100
2014-04-30,1552.06,1552.06,1547.29,1548.26,4269751
2014-05-01,1550.22,1552.23,1532.43,1544.8,3787371
2014-05-02,1537.72,1559.33,1537.72,1553.86,5237363
2014-05-05,1560.7,1560.7,1542.4,1549.93,3596412
2014-05-06,1553.12,1567.94,1552.41,1560.22,4675171
2014-05-07,1564.95,1588.17,1532.73,1560.5,1892943
2014-05-08,1553.17,1555.9,1528.78,1545.04,3175605
2014-05-09,1551.5,1551.5,1526.19,1532.64,4566398
2014-05-12,1527.89,1527.89,1495.25,1515.36,2363392
2014-05-13,1513.02,1542.82,1513.02,1532.37,3129954
2014-05-14,1526.61,1531.41,1512.77,1522.81,2850595
2014-05-15,1522.29,1522.29,1481.21,1491.62,6277440
2014-05-16,1499.34,1512.88,1486.79,1500.44,3118760
2014-05-19,1492.15,1549.19,1492.15,1524.76,4871091
2014-05-20,1528.32,1547.72,1527.14,1538.57,2418589
2014-05-21,1536.72,1536.72,1526.76,1529.2,2322635
2014-05-22,1535.26,1535.26,1490.02,1503.35,4019024
2014-05-23,1517.62,1522.02,1474.17,1503.46,2636768
2014-05-26,1499.81,1514.95,1466.71,1500.15,2261415
2014-05-27,1499.86,1499.86,1484.44,1484.98,5496344
2014-05-28,1470.31,1511.22,1470.31,1494.8,2603065
2014-05-29,1485.86,1548.09,1485.86,1525.99,3842275
2014-05-30,1525.01,1546.02,1522.75,1532.08,5101611
2014-06-02,1539.75,1544.04,1527.8,1534.1,4738875
2014-06-03,1536.89,1536.89,1517.19,1519.13,4306092
2014-06-04,1514.64,1561.1,1514.64,1543.31,3105237
2014-06-05,1551.67,1568.69,1522.8,1542.89,3368358
2014-06-06,1542.34,1547.38,1527.04,1535.45,2746333
2014-06-09,1542.38,1553.39,1513.7,1535.84,4289787
2014-06-10,1537.19,1562.73,1522.79,1544.65,1945083
2014-06-11,1558.18,1558.18,1532.42,1547.87,2770470
2014-06-12,1554.05,1589.49,1550.1,1569.26,2652163
2014-06-13,1581.84,1581.84,1577.81,1578.32,4151524
2014-06-16,1556.02,1581.08,1556.02,1572.68,2310379
2014-06-17,1572.53,1593.73,1571.44,1580.48,3043272
2014-06-18,1583.85,1600.32,1583.31,1590.04,4596785
2014-06-19,1603.76,1603.76,1535.47,1568.24,3541120
2014-06-20,1569.69,1599.79,1569.69,1590.5,2848087
2014-06-23,1604.78,1604.78,1567.99,1584.52,3764434
2014-06-24,1588.16,1592.83,1563.77,1580.59,2937569
2014-06-25,1574.64,1610.49,1574.64,1594.52,5216493
2014-06-26,1600.16,1615.95,1600.16,1608.51,2055616
2014-06-27,1608.47,1608.47,1590.31,1598.6,3084708
2014-06-30,1598.44,1622.09,1598.44,1612.0,4397811
2014-07-01,1603.63,1646.32,1603.63,1635.19,13975898
2014-07-02,1628.03,1668.22,1628.03,1656.68,11301509
2014-07-03,1661.97,1717.69,1661.97,1695.8,9892119
2014-07-04,1694.08,1734.04,1685.98,1710.2,8235068
2014-07-07,1719.19,1720.83,1707.8,1715.25,2941752
2014-07-08,1737.92,1737.92,1691.88,1709.52,2058661
2014-07-09,1714.72,1745.3,1695.83,1718.99,3194978
2014-07-10,1707.68,1763.92,1707.68,1743.09,2224950
2014-07-11,1759.66,1783.15,1759.66,1776.92,4847606
2014-07-14,1786.78,1786.78,1739.47,1746.07,5010035
2014-07-15,1749.07,1762.75,1738.54,1752.18,4681421
2014-07-16,1773.36,1787.61,1769.01,1781.27,6176591
2014-07-17,1780.1,1780.1,1724.15,1749.23,5740348
2014-07-18,1767.91,1768.3,1750.3,1757.99,5038222
2014-07-21,1730.17,1770.77,1730.17,1757.16,3341768
2014-07-22,1765.3,1773.14,1756.54,1766.14,2574189
2014-07-23,1778.06,1778.06,1732.85,1752.1,4137896
2014-07-24,1737.84,1759.61,1692.07,1725.4,5682765
2014-07-25,1717.33,1717.33,1678.57,1691.76,5396062
2014-07-28,1690.94,1720.71,1690.94,1709.17,5088090
2014-07-29,1713.39,1738.62,1713.39,1730.87,5318819
2014-07-30,1735.85,1750.04,1722.85,1737.58,4261547
2014-07-31,1736.16,1749.64,1711.02,1728.33,5307500
2014-08-01,1732.89,1732.89,1676.66,1700.15,4249645
2014-08-04,1690.09,1721.42,1690.09,1709.92,5087799
2014-08-05,1724.54,1725.25,1658.2,1690.16,3419482
2014-08-06,1700.03,1700.03,1671.66,1677.86,2853873
2014-08-07,1677.82,1677.82,1650.55,1667.96,5405342
2014-08-08,1667.11,1676.28,1652.78,1666.92,1992052
2014-08-11,1667.7,1667.7,1644.05,1652.25,3301422
2014-08-12,1656.43,1677.09,1619.48,1653.77,5030619
2014-08-13,1670.68,1670.68,1627.97,1643.37,3756415
2014-08-14,1642.47,1678.69,1623.29,1656.95,4783426
2014-08-18,1647.47,1693.48,1647.47,1675.0,2062068
2014-08-19,1669.22,1680.56,1669.22,1677.92,2472366
2014-08-20,1664.99,1707.61,1664.99,1687.38,5165828
2014-08-21,1695.37,1738.76,1695.37,1727.62,3813507
2014-08-22,1720.02,1728.25,1683.56,1708.01,2938156
2014-08-25,1702.53,1702.53,1677.3,1684.07,4584421
2014-08-26,1680.79,1704.98,1680.79,1697.87,3904872
2014-08-27,1692.48,1743.2,1692.48,1735.16,5397255
2014-08-28,1742.48,1743.2,1715.16,1731.14,4685792
2014-08-29,1728.3,1770.04,1728.3,1766.71,6193405
2014-09-01,1768.33,1768.33,1767.61,1767.79,2197167
2014-09-02,1774.64,1774.64,1750.92,1755.52,5762172
2014-09-03,1748.78,1751.33,1720.37,1737.35,2805175
2014-09-04,1727.98,1775.12,1727.98,1750.34,3139367
2014-09-05,1781.16,1781.16,1708.24,1735.44,4177764
2014-09-08,1731.3,1747.98,1726.82,1736.21,2183598
2014-09-09,1735.37,1788.17,1735.37,1767.4,4031754
2014-09-10,1783.46,1783.46,1761.8,1762.41,2934002
2014-09-11,1759.68,1807.38,1759.68,1788.85,2093234
2014-09-12,1791.58,1791.58,1753.83,1767.73,5466146
2014-09-15,1771.59,1771.59,1751.01,1756.55,5014980
2014-09-16,1778.77,1778.77,1725.2,1730.33,2531280
2014-09-17,1752.33,1752.33,1720.72,1732.67,2762019
2014-09-18,1731.46,1753.04,1731.46,1748.49,2833470
2014-09-19,1751.6,1769.1,1742.96,1752.64,5004852
2014-09-22,1772.54,1783.57,1769.75,1775.51,4998031
2014-09-23,1779.63,1782.95,1737.53,1761.86,3604936
2014-09-24,1762.29,1792.43,1738.55,1767.19,5088907
2014-09-25,1765.94,1765.94,1753.12,1757.91,2565718
2014-09-26,1763.26,1774.2,1760.99,1767.63,2096094
2014-09-29,1764.64,1782.96,1764.64,1776.63,2801651
2014-09-30,1786.03,1801.12,1776.3,1788.99,3117126
2014-10-01,1805.92,1817.32,1794.16,1804.68,12901872
2014-10-03,1805.87,1805.87,1742.99,1753.72,15017717
2014-10-06,1745.64,1767.58,1740.33,1754.62,3939231
2014-10-07,1766.15,1788.37,1759.19,1769.25,4565824
2014-10-08,1777.49,1777.49,1743.47,1753.72,5407076
2014-10-09,1756.39,1756.39,1711.06,1723.8,3610713
2014-10-10,1721.43,1776.28,1721.43,1767.34,2621263
2014-10-13,1751.59,1754.52,1725.77,1744.55,4569950
2014-10-14,1742.92,1771.01,1742.92,1761.56,4484028
2014-10-15,1757.34,1795.38,1738.63,1763.14,1816663
2014-10-16,1756.34,1782.34,1756.34,1768.98,3943888
2014-10-17,1748.28,1778.31,1748.28,1771.69,2908845
2014-10-20,1765.78,1772.66,1743.66,1763.39,2129430
2014-10-21,1783.0,1798.17,1753.0,1773.36,4778499
2014-10-22,1772.82,1777.83,1756.25,1765.78,5355124
2014-10-23,1771.13,1805.52,1771.13,1789.41,2983447
2014-10-24,1798.88,1815.08,1778.17,1803.37,1956468
2014-10-27,1813.58,1821.67,1802.57,1814.45,4071776
2014-10-28,1803.23,1809.83,1800.32,1805.33,4885919
2014-10-29,1797.46,1812.68,1793.87,1801.63,2310587
2014-10-30,1790.2,1790.49,1759.86,1779.08,4249724
2014-10-31,1790.28,1790.28,1763.18,1774.93,4959941
2014-11-03,1785.96,1785.96,1728.14,1753.89,5910415
2014-11-05,1757.94,1799.82,1757.94,1780.19,3945266
2014-11-06,1791.18,1791.18,1779.09,1782.16,2165639
2014-11-07,1772.56,1795.7,1772.56,1788.26,5065961
2014-11-10,1771.19,1800.06,1758.82,1783.03,2378205
2014-11-11,1782.24,1795.43,1774.39,1787.88,4028171
2014-11-12,1785.58,1844.37,1785.58,1837.34,6611598
2014-11-13,1837.78,1850.07,1808.41,1832.29,4711410
2014-11-14,1845.61,1845.61,1803.26,1822.02,3607704
2014-11-17,1832.07,1851.34,1812.52,1831.82,5112242
2014-11-18,1849.4,1849.4,1768.13,1781.93,6206040
2014-11-19,1765.84,1785.64,1765.84,1784.16,2949887
2014-11-20,1788.86,1808.45,1751.53,1777.85,5132060
2014-11-21,1781.63,1788.75,1740.6,1761.2,2782943
2014-11-24,1761.25,1796.16,1749.67,1770.24,4641923
2014-11-25,1766.72,1787.81,1750.6,1772.27,3021508
2014-11-26,1774.74,1774.74,1727.09,1738.11,5628602
2014-11-27,1746.05,1751.85,1708.69,1726.7,4960215
2014-11-28,1727.17,1727.17,1658.01,1674.52,3897538
2014-12-01,1672.13,1706.27,1653.94,1679.17,3385729
2014-12-02,1690.71,1690.71,1685.1,1685.32,2572668
2014-12-03,1691.57,1691.57,1664.27,1671.54,4383428
2014-12-04,1671.2,1697.5,1663.93,1682.39,4322245
2014-12-05,1666.8,1673.03,1649.07,1661.27,3016796
2014-12-08,1651.08,1654.13,1621.6,1642.86,2708120
2014-12-09,1634.57,1673.65,1630.84,1651.3,2884083
2014-12-10,1661.08,1675.88,1607.52,1639.7,4850554
2014-12-11,1641.13,1648.19,1629.58,1639.47,4408071
2014-12-12,1654.97,1654.97,1614.53,1631.85,4856000
2014-12-15,1655.44,1655.44,1612.61,1623.74,5569916
2014-12-16,1621.17,1623.34,1609.64,1618.07,4148070
2014-12-17,1631.55,1631.55,1584.57,1606.38,4276852
2014-12-18,1612.52,1618.38,1601.21,1612.61,4375990
2014-12-19,1612.29,1614.19,1590.12,1603.97,1952982
2014-12-22,1600.86,1613.0,1592.59,1603.52,2303272
2014-12-23,1603.36,1603.36,1586.16,1591.55,2530081
2014-12-24,1578.51,1578.51,1556.2,1565.57,3533744
2014-12-26,1570.28,1600.28,1563.94,1583.71,3463938
2014-12-29,1597.19,1612.91,1559.91,1591.7,2034499
2014-12-30,1590.32,1656.1,1590.32,1632.64,6292727
2014-12-31,1636.14,1636.14,1605.69,1614.79,4803720
2015-01-01,1635.6,1656.55,1632.98,1644.26,7805255
2015-01-02,1640.98,1660.67,1640.98,1654.98,12516673
2015-01-05,1645.03,1683.88,1645.03,1683.24,13619067
2015-01-06,1686.76,1709.44,1666.85,1694.19,3266091
2015-01-07,1698.52,1725.27,1686.43,1709.27,5814837
2015-01-08,1731.54,1731.54,1685.76,1699.37,2291095
2015-01-09,1716.33,1716.33,1645.17,1653.57,4503965
2015-01-12,1638.35,1654.28,1634.37,1642.89,4272999
2015-01-13,1643.17,1674.07,1639.9,1650.87,5543950
2015-01-14,1663.65,1663.65,1620.11,1624.93,5316204
2015-01-15,1610.36,1647.96,1606.11,1629.1,3918054
2015-01-16,1630.22,1651.49,1606.34,1631.35,4611044
2015-01-19,1629.0,1651.34,1621.55,1641.01,3291729
2015-01-20,1644.49,1658.33,1635.29,1644.07,3042682
2015-01-21,1662.0,1662.0,1607.68,1627.38,3526013
2015-01-22,1625.12,1670.09,1620.41,1649.69,3241440
2015-01-23,1646.72,1654.6,1644.14,1649.37,1844726
2015-01-27,1650.84,1661.28,1638.47,1649.78,2729904
2015-01-28,1643.2,1654.77,1618.14,1633.75,3487320
2015-01-29,1647.19,1647.48,1610.47,1626.69,5297137
2015-01-30,1635.87,1635.87,1609.9,1613.38,4594341
2015-02-02,1604.85,1630.14,1589.77,1609.58,3388639
2015-02-03,1610.56,1654.29,1610.56,1640.77,6314730
2015-02-04,1648.27,1648.27,1599.04,1616.91,5293314
2015-02-05,1622.94,1622.94,1576.58,1589.1,6268141
2015-02-06,1583.54,1624.24,1583.54,1617.28,2917477
2015-02-09,1623.03,1624.36,1598.42,1612.83,3046489
2015-02-10,1627.58,1627.58,1593.67,1601.85,2522106
2015-02-11,1608.8,1636.83,1608.8,1621.05,5462521
2015-02-12,1608.47,1615.99,1605.91,1611.15,5008648
2015-02-13,1627.48,1664.68,1627.48,1646.0,3666582
2015-02-16,1637.03,1671.5,1637.03,1657.54,5125751
2015-02-17,1642.85,1663.74,1636.4,1649.55,2961375
2015-02-18,1652.67,1696.26,1652.67,1689.61,4596232
2015-02-19,1691.58,1695.37,1669.22,1679.28,3780185
2015-02-20,1677.91,1728.23,1670.23,1695.59,5760657
2015-02-23,1699.04,1720.77,1670.77,1700.41,5076890
2015-02-24,1690.79,1748.58,1690.79,1725.69,4282199
2015-02-25,1701.82,1769.46,1701.82,1756.28,3258283
2015-02-26,1766.71,1787.18,1744.87,1757.87,2593447
2015-02-27,1774.67,1774.67,1734.14,1746.02,3330214
2015-03-02,1746.56,1778.7,1737.58,1754.07,4440193
2015-03-03,1739.6,1749.64,1736.19,1741.96,4410146
2015-03-04,1745.35,1809.27,1745.35,1781.5,3322096
2015-03-05,1772.46,1816.17,1763.15,1785.15,2735019
2015-03-06,1785.51,1794.83,1768.71,1780.75,2291297
2015-03-09,1790.33,1793.09,1766.93,1783.56,4687172
2015-03-11,1776.71,1776.71,1742.82,1758.11,2987879
2015-03-12,1751.03,1751.25,1729.75,1740.29,5004693
2015-03-13,1731.39,1781.34,1731.39,1765.97,2964795
2015-03-16,1784.3,1784.3,1743.3,1752.41,4574896
2015-03-17,1742.53,1749.96,1715.76,1733.19,2846770
2015-03-18,1730.77,1766.18,1724.72,1744.38,2164384
2015-03-19,1739.43,1790.49,1739.43,1768.09,2969962
2015-03-20,1763.31,1802.1,1763.31,1784.81,2499219
2015-03-23,1792.55,1807.89,1792.55,1803.57,5034450
2015-03-24,1792.36,1828.9,1751.06,1789.54,5751870
2015-03-25,1795.41,1795.41,1726.5,1762.54,3403057
2015-03-26,1779.73,1810.66,1779.73,1792.62,3930461
2015-03-27,1814.8,1814.8,1766.87,1789.03,2036259
2015-03-30,1788.37,1789.48,1777.9,1783.29,4056128
2015-03-31,1772.24,1818.98,1772.24,1810.33,2868403
2015-04-01,1802.93,1880.22,1802.93,1858.61,12314191
2015-04-02,1856.41,1898.84,1856.41,1884.87,5944224
2015-04-03,1878.75,1939.81,1878.75,1926.29,6596380
2015-04-06,1939.02,1966.83,1939.02,1956.27,4103753
2015-04-07,1971.14,2009.71,1971.14,1996.06,4466626
2015-04-08,2000.67,2048.56,1979.7,2013.54,5005899
2015-04-09,2012.76,2047.62,1998.65,2027.79,4930688
2015-04-10,2017.29,2040.24,1997.09,2011.89,5696543
2015-04-13,2016.82,2042.86,2006.37,2018.93,3148096
2015-04-14,2010.84,2037.71,2010.84,2032.41,4999766
2015-04-15,2028.15,2049.22,2010.47,2028.82,2797354
2015-04-16,2031.58,2033.1,1989.78,2016.66,5271306
2015-04-17,2009.5,2011.24,1975.32,1991.37,2153248
2015-04-20,2017.52,2017.52,1937.9,1952.41,3346090
2015-04-21,1968.12,1968.12,1881.66,1911.65,4139049
2015-04-22,1903.35,1938.89,1903.35,1924.88,5424993
2015-04-23,1942.71,1942.71,1923.67,1929.07,5001163
2015-04-24,1918.6,1952.51,1905.19,1921.79,3208152
2015-04-27,1922.89,1927.17,1903.52,1913.92,1981872
2015-04-28,1905.35,1938.19,1888.44,1919.4,4524909
2015-04-29,1914.65,1944.53,1896.88,1916.99,4295520
2015-04-30,1907.25,1923.71,1850.42,1889.77,2736403
2015-05-01,1889.51,1913.12,1889.51,1911.68,2731171
2015-05-04,1902.34,1935.29,1895.91,1917.21,4578375
2015-05-05,1911.46,1929.62,1911.46,1923.88,4109866
2015-05-06,1902.73,1969.17,1902.73,1942.66,5278870
2015-05-07,1946.63,1946.63,1917.47,1926.34,2152808
2015-05-08,1939.84,1963.16,1939.84,1955.05,5151796
2015-05-11,1949.92,1958.96,1939.21,1951.15,2608420
2015-05-12,1940.54,2000.46,1932.32,1971.3,4697538
2015-05-13,1974.58,2007.56,1966.17,1988.31,5138520
2015-05-14,1993.23,2003.42,1932.77,1966.68,5731511
2015-05-15,1978.86,1990.61,1966.24,1980.61,4709319
2015-05-18,1988.59,1993.65,1973.79,1986.83,3553272
2015-05-19,1994.55,1998.97,1979.97,1988.58,3814956
2015-05-20,1992.05,1993.32,1981.97,1987.61,4384069
2015-05-21,1992.89,1996.08,1971.18,1986.83,5154551
2015-05-22,1967.69,2035.08,1967.69,2007.67,2855135
2015-05-25,2003.18,2038.58,1994.7,2019.53,3690879
2015-05-26,2023.24,2029.62,2009.73,2021.32,4236309
2015-05-27,2019.15,2019.15,1970.75,1989.26,5213821
2015-05-28,2003.04,2012.02,1987.79,2001.17,3332221
2015-05-29,1992.49,2047.76,1992.49,2020.2,4417637
2015-06-01,2025.54,2083.01,2025.54,2070.41,5068430
2015-06-02,2089.39,2139.16,2070.05,2096.04,4495977
2015-06-03,2067.22,2067.22,2044.77,2053.41,2938472
2015-06-04,2080.16,2080.16,2045.53,2056.31,5101280
2015-06-05,2075.71,2111.35,2075.71,2100.47,2345098
2015-06-08,2085.23,2141.57,2085.23,2113.93,2583275
2015-06-09,2123.18,2134.61,2109.52,2122.73,4964169
2015-06-10,2147.39,2161.69,2125.33,2144.92,2218954
2015-06-11,2152.79,2152.79,2131.19,2131.42,2820545
2015-06-12,2113.24,2164.55,2113.24,2145.93,4200745
2015-06-15,2154.16,2159.27,2123.91,2139.05,2403290
2015-06-16,2149.49,2149.49,2135.25,2139.77,2512883
2015-06-17,2130.92,2184.55,2130.92,2160.44,3365460
2015-06-18,2140.64,2150.78,2125.78,2139.61,4565393
2015-06-19,2133.85,2189.35,2133.85,2173.24,5640552
2015-06-22,2173.23,2173.48,2151.89,2162.15,2945528
2015-06-23,2164.76,2180.06,2159.41,2169.54,2699408
2015-06-24,2144.89,2146.81,2123.71,2137.31,2926977
2015-06-25,2120.3,2182.07,2120.3,2155.41,3257611
2015-06-26,2164.45,2216.56,2164.45,2193.05,5408350
2015-06-29,2218.53,2218.53,2176.54,2179.65,4632580
2015-06-30,2207.98,2207.98,2130.8,2154.23,4688370
2015-07-01,2165.9,2165.9,2112.62,2118.91,11030231
2015-07-02,2117.94,2220.29,2117.94,2196.37,9965106
2015-07-03,2201.64,2201.64,2105.66,2120.81,8072382
2015-07-06,2122.74,2145.11,2061.72,2094.05,5570597
2015-07-07,2091.94,2123.88,2091.94,2111.84,2105152
2015-07-08,2132.39,2133.78,2074.59,2104.34,4895104
2015-07-09,2112.62,2189.03,2098.81,2145.47,6438933
2015-07-10,2116.17,2151.77,2115.37,2139.37,4121101
2015-07-13,2137.52,2154.83,2125.62,2143.69,3402421
2015-07-14,2135.02,2196.97,2135.02,2166.86,4066705
2015-07-15,2186.14,2186.14,2134.21,2134.25,4281539
2015-07-16,2142.27,2142.27,2076.09,2094.08,2380909
2015-07-17,2108.18,2108.18,2035.86,2062.19,2150296
2015-07-20,2067.77,2098.49,2067.77,2089.9,2923685
2015-07-21,2106.55,2106.55,2078.0,2078.36,4238796
2015-07-22,2076.66,2151.39,2076.66,2137.99,6940921
2015-07-23,2133.99,2140.03,2111.25,2125.9,2132965
2015-07-24,2137.76,2150.97,2112.39,2133.51,2750502
2015-07-27,2128.5,2199.93,2126.26,2168.74,6217322
2015-07-28,2160.37,2250.67,2160.37,2217.79,4464917
2015-07-29,2229.13,2285.34,2229.13,2269.3,6409692
2015-07-30,2260.64,2310.4,2260.64,2300.71,2501105
2015-07-31,2313.55,2348.12,2302.77,2330.19,3518965
2015-08-03,2336.22,2358.72,2311.09,2344.33,4342731
2015-08-04,2348.34,2374.27,2348.34,2365.7,5291242
2015-08-05,2368.92,2377.1,2330.76,2352.65,5192027
2015-08-06,2353.68,2364.79,2306.25,2332.77,2108348
2015-08-07,2323.19,2350.96,2321.89,2336.3,3143078
2015-08-10,2340.08,2340.08,2324.9,2330.88,3821119
2015-08-11,2329.4,2336.58,2301.75,2320.54,4290242
2015-08-12,2349.14,2383.71,2298.57,2339.59,2637576
2015-08-13,2352.99,2376.28,2350.94,2365.46,3627616
2015-08-14,2369.23,2400.35,2349.8,2371.43,2858799
2015-08-17,2386.15,2417.86,2386.15,2408.9,3286001
2015-08-18,2428.99,2428.99,2361.09,2379.98,4475788
2015-08-19,2369.12,2379.69,2369.12,2376.22,4982074
2015-08-20,2380.57,2385.27,2320.95,2358.79,5088847
2015-08-21,2360.61,2360.61,2282.67,2314.01,2868391
2015-08-24,2319.1,2330.72,2287.25,2310.87,4360366
2015-08-25,2298.62,2326.2,2295.24,2309.04,2199927
2015-08-26,2305.11,2369.27,2305.11,2348.75,2973729
2015-08-27,2361.54,2366.36,2361.54,2366.34,4391810
2015-08-28,2370.71,2370.71,2304.07,2343.35,2335308
